"Time","TTI 0.95"
2024-04-25 01:44:00,146 ms
2024-04-25 01:46:00,146 ms
2024-04-25 01:48:00,146 ms
2024-04-25 01:50:00,146 ms
2024-04-25 01:52:00,146 ms
2024-04-25 01:54:00,146 ms
2024-04-25 01:56:00,146 ms
2024-04-25 01:58:00,145 ms
2024-04-25 02:00:00,146 ms
2024-04-25 02:02:00,145 ms
2024-04-25 02:04:00,145 ms
2024-04-25 02:06:00,145 ms
2024-04-25 02:08:00,146 ms
2024-04-25 02:10:00,145 ms
2024-04-25 02:12:00,145 ms
2024-04-25 02:14:00,145 ms
2024-04-25 02:16:00,145 ms
2024-04-25 02:18:00,145 ms
2024-04-25 02:20:00,145 ms
2024-04-25 02:22:00,145 ms
2024-04-25 02:24:00,145 ms
2024-04-25 02:26:00,145 ms
2024-04-25 02:28:00,145 ms
2024-04-25 02:30:00,145 ms
2024-04-25 02:32:00,145 ms
2024-04-25 02:34:00,145 ms
2024-04-25 02:36:00,145 ms
2024-04-25 02:38:00,145 ms
2024-04-25 02:40:00,145 ms
2024-04-25 02:42:00,145 ms
2024-04-25 02:44:00,145 ms
2024-04-25 02:46:00,145 ms
2024-04-25 02:48:00,145 ms
2024-04-25 02:50:00,145 ms
2024-04-25 02:52:00,145 ms
2024-04-25 02:54:00,145 ms
2024-04-25 02:56:00,145 ms
2024-04-25 02:58:00,145 ms
2024-04-25 03:00:00,145 ms
2024-04-25 03:02:00,145 ms
2024-04-25 03:04:00,145 ms
2024-04-25 03:06:00,145 ms
2024-04-25 03:08:00,145 ms
2024-04-25 03:10:00,145 ms
2024-04-25 03:12:00,145 ms
2024-04-25 03:14:00,145 ms
2024-04-25 03:16:00,145 ms
2024-04-25 03:18:00,145 ms
2024-04-25 03:20:00,145 ms
2024-04-25 03:22:00,145 ms
2024-04-25 03:24:00,145 ms
2024-04-25 03:26:00,145 ms
2024-04-25 03:28:00,145 ms
2024-04-25 03:30:00,145 ms
2024-04-25 03:32:00,145 ms
2024-04-25 03:34:00,145 ms
2024-04-25 03:36:00,145 ms
2024-04-25 03:38:00,145 ms
2024-04-25 03:40:00,145 ms
2024-04-25 03:42:00,145 ms
2024-04-25 03:44:00,145 ms
2024-04-25 03:46:00,145 ms
2024-04-25 03:48:00,145 ms
2024-04-25 03:50:00,145 ms
2024-04-25 03:52:00,145 ms
2024-04-25 03:54:00,145 ms
2024-04-25 03:56:00,145 ms
2024-04-25 03:58:00,145 ms
2024-04-25 04:00:00,145 ms
2024-04-25 04:02:00,145 ms
2024-04-25 04:04:00,145 ms
2024-04-25 04:06:00,145 ms
2024-04-25 04:08:00,145 ms
2024-04-25 04:10:00,145 ms
2024-04-25 04:12:00,146 ms
2024-04-25 04:14:00,146 ms
2024-04-25 04:16:00,146 ms
2024-04-25 04:18:00,146 ms
2024-04-25 04:20:00,146 ms
2024-04-25 04:22:00,146 ms
2024-04-25 04:24:00,146 ms
2024-04-25 04:26:00,146 ms
2024-04-25 04:28:00,146 ms
2024-04-25 04:30:00,146 ms
2024-04-25 04:32:00,145 ms
2024-04-25 04:34:00,145 ms
2024-04-25 04:36:00,145 ms
2024-04-25 04:38:00,146 ms
2024-04-25 04:40:00,146 ms
2024-04-25 04:42:00,146 ms
2024-04-25 04:44:00,146 ms
2024-04-25 04:46:00,146 ms
2024-04-25 04:48:00,146 ms
2024-04-25 04:50:00,146 ms
2024-04-25 04:52:00,146 ms
2024-04-25 04:54:00,146 ms
2024-04-25 04:56:00,146 ms
2024-04-25 04:58:00,146 ms
2024-04-25 05:00:00,146 ms
2024-04-25 05:02:00,146 ms
2024-04-25 05:04:00,146 ms
2024-04-25 05:06:00,146 ms
2024-04-25 05:08:00,146 ms
2024-04-25 05:10:00,146 ms
2024-04-25 05:12:00,146 ms
2024-04-25 05:14:00,146 ms
2024-04-25 05:16:00,146 ms
2024-04-25 05:18:00,146 ms
2024-04-25 05:20:00,146 ms
2024-04-25 05:22:00,146 ms
2024-04-25 05:24:00,146 ms
2024-04-25 05:26:00,146 ms
2024-04-25 05:28:00,146 ms
2024-04-25 05:30:00,146 ms
2024-04-25 05:32:00,146 ms
2024-04-25 05:34:00,146 ms
2024-04-25 05:36:00,146 ms
2024-04-25 05:38:00,146 ms
2024-04-25 05:40:00,146 ms
2024-04-25 05:42:00,146 ms
2024-04-25 05:44:00,146 ms
2024-04-25 05:46:00,147 ms
2024-04-25 05:48:00,147 ms
2024-04-25 05:50:00,147 ms
2024-04-25 05:52:00,147 ms
2024-04-25 05:54:00,147 ms
2024-04-25 05:56:00,147 ms
2024-04-25 05:58:00,148 ms
2024-04-25 06:00:00,148 ms
2024-04-25 06:02:00,148 ms
2024-04-25 06:04:00,148 ms
2024-04-25 06:06:00,148 ms
2024-04-25 06:08:00,147 ms
2024-04-25 06:10:00,147 ms
2024-04-25 06:12:00,148 ms
2024-04-25 06:14:00,148 ms
2024-04-25 06:16:00,148 ms
2024-04-25 06:18:00,148 ms
2024-04-25 06:20:00,148 ms
2024-04-25 06:22:00,148 ms
2024-04-25 06:24:00,148 ms
2024-04-25 06:26:00,148 ms
2024-04-25 06:28:00,148 ms
2024-04-25 06:30:00,148 ms
2024-04-25 06:32:00,148 ms
2024-04-25 06:34:00,148 ms
2024-04-25 06:36:00,148 ms
2024-04-25 06:38:00,148 ms
2024-04-25 06:40:00,148 ms
2024-04-25 06:42:00,147 ms
2024-04-25 06:44:00,147 ms
2024-04-25 06:46:00,147 ms
2024-04-25 06:48:00,148 ms
2024-04-25 06:50:00,147 ms
2024-04-25 06:52:00,147 ms
2024-04-25 06:54:00,148 ms
2024-04-25 06:56:00,148 ms
2024-04-25 06:58:00,148 ms
2024-04-25 07:00:00,149 ms
2024-04-25 07:02:00,148 ms
2024-04-25 07:04:00,148 ms
2024-04-25 07:06:00,149 ms
2024-04-25 07:08:00,149 ms
2024-04-25 07:10:00,149 ms
2024-04-25 07:12:00,149 ms
2024-04-25 07:14:00,149 ms
2024-04-25 07:16:00,149 ms
2024-04-25 07:18:00,149 ms
2024-04-25 07:20:00,149 ms
2024-04-25 07:22:00,150 ms
2024-04-25 07:24:00,150 ms
2024-04-25 07:26:00,151 ms
2024-04-25 07:28:00,151 ms
2024-04-25 07:30:00,151 ms
2024-04-25 07:32:00,151 ms
2024-04-25 07:34:00,151 ms
2024-04-25 07:36:00,150 ms
2024-04-25 07:38:00,150 ms
2024-04-25 07:40:00,151 ms
2024-04-25 07:42:00,151 ms
2024-04-25 07:44:00,151 ms
2024-04-25 07:46:00,150 ms
2024-04-25 07:48:00,151 ms
2024-04-25 07:50:00,151 ms
2024-04-25 07:52:00,151 ms
2024-04-25 07:54:00,151 ms
2024-04-25 07:56:00,152 ms
2024-04-25 07:58:00,152 ms
2024-04-25 08:00:00,152 ms
2024-04-25 08:02:00,151 ms
2024-04-25 08:04:00,151 ms
2024-04-25 08:06:00,152 ms
2024-04-25 08:08:00,151 ms
2024-04-25 08:10:00,151 ms
2024-04-25 08:12:00,152 ms
2024-04-25 08:14:00,152 ms
2024-04-25 08:16:00,152 ms
2024-04-25 08:18:00,152 ms
2024-04-25 08:20:00,152 ms
2024-04-25 08:22:00,151 ms
2024-04-25 08:24:00,152 ms
2024-04-25 08:26:00,152 ms
2024-04-25 08:28:00,152 ms
2024-04-25 08:30:00,153 ms
2024-04-25 08:32:00,152 ms
2024-04-25 08:34:00,152 ms
2024-04-25 08:36:00,152 ms
2024-04-25 08:38:00,152 ms
2024-04-25 08:40:00,152 ms
2024-04-25 08:42:00,153 ms
2024-04-25 08:44:00,154 ms
2024-04-25 08:46:00,154 ms
2024-04-25 08:48:00,154 ms
2024-04-25 08:50:00,153 ms
2024-04-25 08:52:00,153 ms
2024-04-25 08:54:00,154 ms
2024-04-25 08:56:00,153 ms
2024-04-25 08:58:00,153 ms
2024-04-25 09:00:00,153 ms
2024-04-25 09:02:00,153 ms
2024-04-25 09:04:00,153 ms
2024-04-25 09:06:00,153 ms
2024-04-25 09:08:00,153 ms
2024-04-25 09:10:00,153 ms
2024-04-25 09:12:00,153 ms
2024-04-25 09:14:00,152 ms
2024-04-25 09:16:00,153 ms
2024-04-25 09:18:00,153 ms
2024-04-25 09:20:00,153 ms
2024-04-25 09:22:00,153 ms
2024-04-25 09:24:00,153 ms
2024-04-25 09:26:00,152 ms
2024-04-25 09:28:00,152 ms
2024-04-25 09:30:00,152 ms
2024-04-25 09:32:00,152 ms
2024-04-25 09:34:00,152 ms
2024-04-25 09:36:00,152 ms
2024-04-25 09:38:00,152 ms
2024-04-25 09:40:00,152 ms
2024-04-25 09:42:00,151 ms
2024-04-25 09:44:00,151 ms
2024-04-25 09:46:00,151 ms
2024-04-25 09:48:00,151 ms
2024-04-25 09:50:00,151 ms
2024-04-25 09:52:00,151 ms
2024-04-25 09:54:00,151 ms
2024-04-25 09:56:00,151 ms
2024-04-25 09:58:00,151 ms
2024-04-25 10:00:00,151 ms
2024-04-25 10:02:00,152 ms
2024-04-25 10:04:00,153 ms
2024-04-25 10:06:00,153 ms
2024-04-25 10:08:00,153 ms
2024-04-25 10:10:00,153 ms
2024-04-25 10:12:00,152 ms
2024-04-25 10:14:00,153 ms
2024-04-25 10:16:00,152 ms
2024-04-25 10:18:00,152 ms
2024-04-25 10:20:00,152 ms
2024-04-25 10:22:00,153 ms
2024-04-25 10:24:00,152 ms
2024-04-25 10:26:00,152 ms
2024-04-25 10:28:00,152 ms
2024-04-25 10:30:00,152 ms
2024-04-25 10:32:00,152 ms
2024-04-25 10:34:00,152 ms
2024-04-25 10:36:00,151 ms
2024-04-25 10:38:00,151 ms
2024-04-25 10:40:00,151 ms
2024-04-25 10:42:00,150 ms
2024-04-25 10:44:00,150 ms
2024-04-25 10:46:00,150 ms
2024-04-25 10:48:00,150 ms
2024-04-25 10:50:00,150 ms
2024-04-25 10:52:00,150 ms
2024-04-25 10:54:00,150 ms
2024-04-25 10:56:00,150 ms
2024-04-25 10:58:00,150 ms
2024-04-25 11:00:00,149 ms
2024-04-25 11:02:00,149 ms
2024-04-25 11:04:00,149 ms
2024-04-25 11:06:00,149 ms
2024-04-25 11:08:00,149 ms
2024-04-25 11:10:00,149 ms
2024-04-25 11:12:00,149 ms
2024-04-25 11:14:00,149 ms
2024-04-25 11:16:00,148 ms
2024-04-25 11:18:00,148 ms
2024-04-25 11:20:00,148 ms
2024-04-25 11:22:00,147 ms
2024-04-25 11:24:00,147 ms
2024-04-25 11:26:00,147 ms
2024-04-25 11:28:00,147 ms
2024-04-25 11:30:00,147 ms
2024-04-25 11:32:00,147 ms
2024-04-25 11:34:00,147 ms
2024-04-25 11:36:00,146 ms
2024-04-25 11:38:00,147 ms
2024-04-25 11:40:00,146 ms
2024-04-25 11:42:00,147 ms
2024-04-25 11:44:00,146 ms
2024-04-25 11:46:00,147 ms
2024-04-25 11:48:00,147 ms
2024-04-25 11:50:00,146 ms
2024-04-25 11:52:00,146 ms
2024-04-25 11:54:00,146 ms
2024-04-25 11:56:00,146 ms
2024-04-25 11:58:00,146 ms
2024-04-25 12:00:00,146 ms
2024-04-25 12:02:00,147 ms
2024-04-25 12:04:00,146 ms
2024-04-25 12:06:00,146 ms
2024-04-25 12:08:00,147 ms
2024-04-25 12:10:00,147 ms
2024-04-25 12:12:00,147 ms
2024-04-25 12:14:00,147 ms
2024-04-25 12:16:00,147 ms
2024-04-25 12:18:00,147 ms
2024-04-25 12:20:00,147 ms
2024-04-25 12:22:00,146 ms
2024-04-25 12:24:00,146 ms
2024-04-25 12:26:00,146 ms
2024-04-25 12:28:00,146 ms
2024-04-25 12:30:00,146 ms
2024-04-25 12:32:00,147 ms
2024-04-25 12:34:00,146 ms
2024-04-25 12:36:00,146 ms
2024-04-25 12:38:00,146 ms
2024-04-25 12:40:00,132 ms
2024-04-25 12:42:00,113 ms
2024-04-25 12:44:00,103 ms
2024-04-25 12:46:00,101 ms
2024-04-25 12:48:00,101 ms
2024-04-25 12:50:00,94.4 ms
2024-04-25 12:52:00,88.0 ms
2024-04-25 12:54:00,85.4 ms
2024-04-25 12:56:00,82.9 ms
2024-04-25 12:58:00,82.4 ms
2024-04-25 13:00:00,81.6 ms
2024-04-25 13:02:00,81.7 ms
2024-04-25 13:04:00,80.9 ms
2024-04-25 13:06:00,79.5 ms
2024-04-25 13:08:00,78.8 ms
2024-04-25 13:10:00,81.8 ms
2024-04-25 13:12:00,87.1 ms
2024-04-25 13:14:00,94.0 ms
2024-04-25 13:16:00,95.9 ms
2024-04-25 13:18:00,97.5 ms
2024-04-25 13:20:00,98.2 ms
2024-04-25 13:22:00,98.3 ms
2024-04-25 13:24:00,105 ms
2024-04-25 13:26:00,108 ms
2024-04-25 13:28:00,116 ms
2024-04-25 13:30:00,124 ms
2024-04-25 13:32:00,131 ms
2024-04-25 13:34:00,133 ms
2024-04-25 13:36:00,137 ms
2024-04-25 13:38:00,143 ms
2024-04-25 13:40:00,150 ms
2024-04-25 13:42:00,167 ms
2024-04-25 13:44:00,211 ms
2024-04-25 13:46:00,244 ms
2024-04-25 13:48:00,260 ms
2024-04-25 13:50:00,293 ms
2024-04-25 13:52:00,288 ms
2024-04-25 13:54:00,315 ms
2024-04-25 13:56:00,321 ms
2024-04-25 13:58:00,332 ms
2024-04-25 14:00:00,326 ms
2024-04-25 14:02:00,320 ms
2024-04-25 14:04:00,309 ms
2024-04-25 14:06:00,300 ms
2024-04-25 14:08:00,282 ms
2024-04-25 14:10:00,271 ms
2024-04-25 14:12:00,260 ms
2024-04-25 14:14:00,313 ms
2024-04-25 14:16:00,281 ms
2024-04-25 14:18:00,259 ms
2024-04-25 14:20:00,439 ms
2024-04-25 14:22:00,385 ms
2024-04-25 14:24:00,342 ms
2024-04-25 14:26:00,304 ms
2024-04-25 14:28:00,246 ms
2024-04-25 14:30:00,212 ms
2024-04-25 14:32:00,195 ms
2024-04-25 14:34:00,191 ms
2024-04-25 14:36:00,188 ms
2024-04-25 14:38:00,185 ms
2024-04-25 14:40:00,182 ms
2024-04-25 14:42:00,182 ms
2024-04-25 14:44:00,184 ms
2024-04-25 14:46:00,181 ms
2024-04-25 14:48:00,178 ms
2024-04-25 14:50:00,177 ms
2024-04-25 14:52:00,182 ms
2024-04-25 14:54:00,178 ms
2024-04-25 14:56:00,176 ms
2024-04-25 14:58:00,175 ms
2024-04-25 15:00:00,172 ms
2024-04-25 15:02:00,172 ms
2024-04-25 15:04:00,168 ms
2024-04-25 15:06:00,166 ms
2024-04-25 15:08:00,169 ms
2024-04-25 15:10:00,171 ms
2024-04-25 15:12:00,169 ms
2024-04-25 15:14:00,166 ms
2024-04-25 15:16:00,171 ms
2024-04-25 15:18:00,169 ms
2024-04-25 15:20:00,167 ms
2024-04-25 15:22:00,166 ms
2024-04-25 15:24:00,168 ms
2024-04-25 15:26:00,170 ms
2024-04-25 15:28:00,167 ms
2024-04-25 15:30:00,166 ms
2024-04-25 15:32:00,170 ms
2024-04-25 15:34:00,173 ms
2024-04-25 15:36:00,171 ms
2024-04-25 15:38:00,171 ms
2024-04-25 15:40:00,169 ms
2024-04-25 15:42:00,167 ms
2024-04-25 15:44:00,165 ms
2024-04-25 15:46:00,162 ms
2024-04-25 15:48:00,161 ms
2024-04-25 15:50:00,160 ms
2024-04-25 15:52:00,158 ms
2024-04-25 15:54:00,157 ms
2024-04-25 15:56:00,160 ms
2024-04-25 15:58:00,159 ms
2024-04-25 16:00:00,157 ms
2024-04-25 16:02:00,158 ms
2024-04-25 16:04:00,157 ms
2024-04-25 16:06:00,157 ms
2024-04-25 16:08:00,156 ms
2024-04-25 16:10:00,156 ms
2024-04-25 16:12:00,153 ms
2024-04-25 16:14:00,152 ms
2024-04-25 16:16:00,153 ms
2024-04-25 16:18:00,155 ms
2024-04-25 16:20:00,153 ms
2024-04-25 16:22:00,153 ms
2024-04-25 16:24:00,153 ms
2024-04-25 16:26:00,152 ms
2024-04-25 16:28:00,153 ms
2024-04-25 16:30:00,153 ms
2024-04-25 16:32:00,151 ms
2024-04-25 16:34:00,150 ms
2024-04-25 16:36:00,149 ms
2024-04-25 16:38:00,149 ms
2024-04-25 16:40:00,148 ms
2024-04-25 16:42:00,146 ms
2024-04-25 16:44:00,146 ms
2024-04-25 16:46:00,146 ms
2024-04-25 16:48:00,146 ms
2024-04-25 16:50:00,145 ms
2024-04-25 16:52:00,145 ms
2024-04-25 16:54:00,148 ms
2024-04-25 16:56:00,147 ms
2024-04-25 16:58:00,146 ms
2024-04-25 17:00:00,146 ms
2024-04-25 17:02:00,146 ms
2024-04-25 17:04:00,145 ms
2024-04-25 17:06:00,146 ms
2024-04-25 17:08:00,145 ms
2024-04-25 17:10:00,145 ms
2024-04-25 17:12:00,145 ms
2024-04-25 17:14:00,145 ms
2024-04-25 17:16:00,144 ms
2024-04-25 17:18:00,144 ms
2024-04-25 17:20:00,144 ms
2024-04-25 17:22:00,144 ms
2024-04-25 17:24:00,144 ms
2024-04-25 17:26:00,144 ms
2024-04-25 17:28:00,144 ms
2024-04-25 17:30:00,145 ms
2024-04-25 17:32:00,145 ms
2024-04-25 17:34:00,146 ms
2024-04-25 17:36:00,145 ms
2024-04-25 17:38:00,144 ms
2024-04-25 17:40:00,144 ms
2024-04-25 17:42:00,144 ms
2024-04-25 17:44:00,144 ms
2024-04-25 17:46:00,143 ms
2024-04-25 17:48:00,143 ms
2024-04-25 17:50:00,143 ms
2024-04-25 17:52:00,144 ms
2024-04-25 17:54:00,145 ms
2024-04-25 17:56:00,146 ms
2024-04-25 17:58:00,145 ms
2024-04-25 18:00:00,145 ms
2024-04-25 18:02:00,145 ms
2024-04-25 18:04:00,145 ms
2024-04-25 18:06:00,146 ms
2024-04-25 18:08:00,146 ms
2024-04-25 18:10:00,146 ms
2024-04-25 18:12:00,146 ms
2024-04-25 18:14:00,146 ms
2024-04-25 18:16:00,146 ms
2024-04-25 18:18:00,146 ms
2024-04-25 18:20:00,146 ms
2024-04-25 18:22:00,145 ms
2024-04-25 18:24:00,145 ms
2024-04-25 18:26:00,144 ms
2024-04-25 18:28:00,144 ms
2024-04-25 18:30:00,143 ms
2024-04-25 18:32:00,144 ms
2024-04-25 18:34:00,144 ms
2024-04-25 18:36:00,145 ms
2024-04-25 18:38:00,146 ms
2024-04-25 18:40:00,145 ms
2024-04-25 18:42:00,145 ms
2024-04-25 18:44:00,145 ms
2024-04-25 18:46:00,145 ms
2024-04-25 18:48:00,145 ms
2024-04-25 18:50:00,146 ms
2024-04-25 18:52:00,146 ms
2024-04-25 18:54:00,145 ms
2024-04-25 18:56:00,145 ms
2024-04-25 18:58:00,145 ms
2024-04-25 19:00:00,145 ms
2024-04-25 19:02:00,145 ms
2024-04-25 19:04:00,145 ms
2024-04-25 19:06:00,144 ms
2024-04-25 19:08:00,144 ms
2024-04-25 19:10:00,144 ms
2024-04-25 19:12:00,144 ms
2024-04-25 19:14:00,144 ms
2024-04-25 19:16:00,144 ms
2024-04-25 19:18:00,143 ms
2024-04-25 19:20:00,143 ms
2024-04-25 19:22:00,143 ms
2024-04-25 19:24:00,142 ms
2024-04-25 19:26:00,142 ms
2024-04-25 19:28:00,142 ms
2024-04-25 19:30:00,142 ms
2024-04-25 19:32:00,142 ms
2024-04-25 19:34:00,142 ms
2024-04-25 19:36:00,143 ms
2024-04-25 19:38:00,143 ms
2024-04-25 19:40:00,142 ms
2024-04-25 19:42:00,143 ms
2024-04-25 19:44:00,143 ms
2024-04-25 19:46:00,143 ms
2024-04-25 19:48:00,143 ms
2024-04-25 19:50:00,144 ms
2024-04-25 19:52:00,143 ms
2024-04-25 19:54:00,143 ms
2024-04-25 19:56:00,143 ms
2024-04-25 19:58:00,143 ms
2024-04-25 20:00:00,143 ms
2024-04-25 20:02:00,142 ms
2024-04-25 20:04:00,143 ms
2024-04-25 20:06:00,144 ms
2024-04-25 20:08:00,144 ms
2024-04-25 20:10:00,143 ms
2024-04-25 20:12:00,143 ms
2024-04-25 20:14:00,143 ms
2024-04-25 20:16:00,143 ms
2024-04-25 20:18:00,143 ms
2024-04-25 20:20:00,143 ms
2024-04-25 20:22:00,143 ms
2024-04-25 20:24:00,143 ms
2024-04-25 20:26:00,143 ms
2024-04-25 20:28:00,144 ms
2024-04-25 20:30:00,145 ms
2024-04-25 20:32:00,145 ms
2024-04-25 20:34:00,144 ms
2024-04-25 20:36:00,144 ms
2024-04-25 20:38:00,144 ms
2024-04-25 20:40:00,145 ms
2024-04-25 20:42:00,145 ms
2024-04-25 20:44:00,145 ms
2024-04-25 20:46:00,145 ms
2024-04-25 20:48:00,145 ms
2024-04-25 20:50:00,145 ms
2024-04-25 20:52:00,145 ms
2024-04-25 20:54:00,146 ms
2024-04-25 20:56:00,146 ms
2024-04-25 20:58:00,146 ms
2024-04-25 21:00:00,145 ms
2024-04-25 21:02:00,146 ms
2024-04-25 21:04:00,146 ms
2024-04-25 21:06:00,146 ms
2024-04-25 21:08:00,146 ms
2024-04-25 21:10:00,146 ms
2024-04-25 21:12:00,146 ms
2024-04-25 21:14:00,145 ms
2024-04-25 21:16:00,144 ms
2024-04-25 21:18:00,144 ms
2024-04-25 21:20:00,144 ms
2024-04-25 21:22:00,144 ms
2024-04-25 21:24:00,144 ms
2024-04-25 21:26:00,143 ms
2024-04-25 21:28:00,143 ms
2024-04-25 21:30:00,143 ms
2024-04-25 21:32:00,143 ms
2024-04-25 21:34:00,143 ms
2024-04-25 21:36:00,143 ms
2024-04-25 21:38:00,143 ms
2024-04-25 21:40:00,143 ms
2024-04-25 21:42:00,143 ms
2024-04-25 21:44:00,143 ms
2024-04-25 21:46:00,143 ms
2024-04-25 21:48:00,144 ms
2024-04-25 21:50:00,143 ms
2024-04-25 21:52:00,144 ms
2024-04-25 21:54:00,144 ms
2024-04-25 21:56:00,144 ms
2024-04-25 21:58:00,144 ms
2024-04-25 22:00:00,144 ms
2024-04-25 22:02:00,144 ms
2024-04-25 22:04:00,144 ms
2024-04-25 22:06:00,144 ms
2024-04-25 22:08:00,144 ms
2024-04-25 22:10:00,144 ms
2024-04-25 22:12:00,144 ms
2024-04-25 22:14:00,143 ms
2024-04-25 22:16:00,144 ms
2024-04-25 22:18:00,143 ms
2024-04-25 22:20:00,143 ms
2024-04-25 22:22:00,143 ms
2024-04-25 22:24:00,143 ms
2024-04-25 22:26:00,143 ms
2024-04-25 22:28:00,142 ms
2024-04-25 22:30:00,142 ms
2024-04-25 22:32:00,142 ms
2024-04-25 22:34:00,142 ms
2024-04-25 22:36:00,142 ms
2024-04-25 22:38:00,142 ms
2024-04-25 22:40:00,142 ms
2024-04-25 22:42:00,142 ms
2024-04-25 22:44:00,142 ms
2024-04-25 22:46:00,142 ms
2024-04-25 22:48:00,142 ms
2024-04-25 22:50:00,141 ms
2024-04-25 22:52:00,142 ms
2024-04-25 22:54:00,142 ms
2024-04-25 22:56:00,142 ms
2024-04-25 22:58:00,142 ms
2024-04-25 23:00:00,142 ms
2024-04-25 23:02:00,141 ms
2024-04-25 23:04:00,141 ms
2024-04-25 23:06:00,141 ms
2024-04-25 23:08:00,141 ms
2024-04-25 23:10:00,141 ms
2024-04-25 23:12:00,142 ms
2024-04-25 23:14:00,142 ms
2024-04-25 23:16:00,141 ms
2024-04-25 23:18:00,141 ms
2024-04-25 23:20:00,141 ms
2024-04-25 23:22:00,141 ms
2024-04-25 23:24:00,142 ms
2024-04-25 23:26:00,142 ms
2024-04-25 23:28:00,142 ms
2024-04-25 23:30:00,142 ms
2024-04-25 23:32:00,142 ms
2024-04-25 23:34:00,142 ms
2024-04-25 23:36:00,142 ms
2024-04-25 23:38:00,142 ms
2024-04-25 23:40:00,142 ms

